Gene Id,Gene Name
ENSACAG00000005282,SCAF8
ENSACAG00000005456,
ENSACAG00000010687,SLC44A4
ENSACAG00000010659,
ENSACAG00000028350,
ENSACAG00000010586,
ENSACAG00000005494,OPRM1
ENSACAG00000005532,RGS17
ENSACAG00000010578,PRRT1
ENSACAG00000025499,
ENSACAG00000005557,MTRF1L
ENSACAG00000010535,
ENSACAG00000005635,FBXO5
ENSACAG00000005619,VIP
ENSACAG00000005641,MYCT1
ENSACAG00000010529,
ENSACAG00000003356,PLD5
ENSACAG00000003394,
ENSACAG00000003422,EXO1
ENSACAG00000003432,
ENSACAG00000010532,
ENSACAG00000028832,
ENSACAG00000003461,
ENSACAG00000010521,
ENSACAG00000028629,
ENSACAG00000003462,OPN3
ENSACAG00000023823,
ENSACAG00000003466,PIGM
ENSACAG00000004647,
ENSACAG00000003468,RGS7
ENSACAG00000003705,GREM2
ENSACAG00000003646,
ENSACAG00000029683,
ENSACAG00000029578,
ENSACAG00000003639,CHRM3
ENSACAG00000022999,
ENSACAG00000028871,
ENSACAG00000027226,
ENSACAG00000007447,
ENSACAG00000024293,
ENSACAG00000003628,
ENSACAG00000027947,
ENSACAG00000010487,
ENSACAG00000024151,
ENSACAG00000003211,
ENSACAG00000010484,
ENSACAG00000002970,MTR
ENSACAG00000029643,
ENSACAG00000010442,
ENSACAG00000010478,
ENSACAG00000007318,
ENSACAG00000028692,
ENSACAG00000024781,
ENSACAG00000027601,
ENSACAG00000007215,
ENSACAG00000028461,
ENSACAG00000025384,
ENSACAG00000007241,
ENSACAG00000028179,
ENSACAG00000013772,
ENSACAG00000002769,ACTN2
ENSACAG00000010191,
ENSACAG00000008591,
ENSACAG00000002477,
ENSACAG00000022075,
ENSACAG00000028985,
ENSACAG00000002393,
ENSACAG00000002379,ERO1B
ENSACAG00000029238,
ENSACAG00000002344,GPR137B
ENSACAG00000010220,
ENSACAG00000010225,
ENSACAG00000028851,
ENSACAG00000010438,
ENSACAG00000002089,NID1
ENSACAG00000025758,
ENSACAG00000025114,
ENSACAG00000017756,
ENSACAG00000021011,
ENSACAG00000026315,
ENSACAG00000001701,LYST
ENSACAG00000017760,
ENSACAG00000001696,GNG4
ENSACAG00000001633,B3GALNT2
ENSACAG00000001489,
ENSACAG00000001463,GGPS1
ENSACAG00000001289,ARID4B
ENSACAG00000001253,RBM34
ENSACAG00000029274,TOMM20
ENSACAG00000001194,IRF2BP2
ENSACAG00000001142,TARBP1
ENSACAG00000001141,COA6
ENSACAG00000017763,
ENSACAG00000001134,SLC35F3
ENSACAG00000001105,KCNK1
ENSACAG00000000975,MAP3K21
ENSACAG00000000765,PCNX2
ENSACAG00000000731,NTPCR
ENSACAG00000000728,
ENSACAG00000000406,SIPA1L2
ENSACAG00000002728,
ENSACAG00000002787,
ENSACAG00000002805,
ENSACAG00000002853,SPRTN
ENSACAG00000002867,EXOC8
ENSACAG00000002876,RHOU
ENSACAG00000000744,RAB4A
ENSACAG00000000822,CCSAP
ENSACAG00000000836,ACTA1
ENSACAG00000017789,
ENSACAG00000000896,NUP133
ENSACAG00000026740,
ENSACAG00000001130,ABCB10
ENSACAG00000024683,
ENSACAG00000024308,
ENSACAG00000001237,TAF5L
ENSACAG00000026832,
ENSACAG00000001285,URB2
ENSACAG00000001377,GALNT2
ENSACAG00000017800,
ENSACAG00000001523,PGBD5
ENSACAG00000017802,
ENSACAG00000001542,
ENSACAG00000025475,
ENSACAG00000028022,
ENSACAG00000001740,AGT
ENSACAG00000001768,CAPN9
ENSACAG00000022007,
ENSACAG00000029105,
ENSACAG00000021147,
ENSACAG00000028277,
ENSACAG00000008646,
ENSACAG00000029276,
ENSACAG00000022627,
ENSACAG00000028305,
ENSACAG00000028824,
ENSACAG00000022907,
ENSACAG00000008664,
ENSACAG00000002115,TTC13
ENSACAG00000008669,
ENSACAG00000022586,
ENSACAG00000002299,ARV1
ENSACAG00000028961,
ENSACAG00000002315,FAM89A
ENSACAG00000002320,TRIM67
ENSACAG00000026171,
ENSACAG00000029153,C1orf131
ENSACAG00000002405,GNPAT
ENSACAG00000024991,
ENSACAG00000028998,
ENSACAG00000029675,
ENSACAG00000028732,
ENSACAG00000008675,
ENSACAG00000002531,PDCD2
ENSACAG00000029589,
ENSACAG00000002576,
ENSACAG00000023059,
ENSACAG00000002641,PSMB1
ENSACAG00000028683,
ENSACAG00000002686,FAM120B
ENSACAG00000025977,
ENSACAG00000002704,DLL1
ENSACAG00000008682,
ENSACAG00000022395,
ENSACAG00000002782,ERMARD
ENSACAG00000025611,
ENSACAG00000014483,
ENSACAG00000002791,TCTE3
ENSACAG00000002799,
ENSACAG00000002861,THBS2
ENSACAG00000014009,
ENSACAG00000003213,SMOC2
ENSACAG00000003269,
ENSACAG00000008578,
ENSACAG00000028586,
ENSACAG00000008518,
ENSACAG00000008509,DACT2
ENSACAG00000013854,CYP21A2
ENSACAG00000013835,
ENSACAG00000008467,
ENSACAG00000013824,
ENSACAG00000008439,KIF25
ENSACAG00000010519,
ENSACAG00000008269,AFDN
ENSACAG00000013039,
ENSACAG00000025879,
ENSACAG00000013049,
ENSACAG00000010362,
ENSACAG00000027036,TTLL2
ENSACAG00000010403,
ENSACAG00000010431,
ENSACAG00000010462,CCR6
ENSACAG00000010465,CEP43
ENSACAG00000010505,
ENSACAG00000015344,RPS6KA2
ENSACAG00000015564,MPC1
ENSACAG00000012647,
ENSACAG00000029203,SFT2D1
ENSACAG00000015602,RNF180
ENSACAG00000015618,RGS7BP
ENSACAG00000015621,SREK1IP1
ENSACAG00000015631,CWC27
ENSACAG00000001612,VEGFA
ENSACAG00000001610,MRPL14
ENSACAG00000001436,TMEM63B
ENSACAG00000000755,CAPN11
ENSACAG00000012549,PBX2
ENSACAG00000029479,
ENSACAG00000027519,
ENSACAG00000029568,SLC29A1
ENSACAG00000029415,
ENSACAG00000014791,HSP90AB1
ENSACAG00000011966,
ENSACAG00000012494,RNF5
ENSACAG00000014775,SLC35B2
ENSACAG00000014709,
ENSACAG00000014685,TCTE1
ENSACAG00000012462,AGPAT1
ENSACAG00000014588,AARS2
ENSACAG00000012448,EGFL8
ENSACAG00000028370,
ENSACAG00000001771,RNF8
ENSACAG00000012421,
ENSACAG00000014369,CMTR1
ENSACAG00000014368,CCDC167
ENSACAG00000009301,MDGA1
ENSACAG00000012354,
ENSACAG00000024371,
ENSACAG00000028328,zfand3
ENSACAG00000014225,BTBD9
ENSACAG00000014303,GLO1
ENSACAG00000025473,
ENSACAG00000014346,
ENSACAG00000028738,
ENSACAG00000010116,
ENSACAG00000012312,
ENSACAG00000010099,MAD2L1BP
ENSACAG00000010036,GTPBP2
ENSACAG00000009980,POLH
ENSACAG00000009808,XPO5
ENSACAG00000012309,
ENSACAG00000028462,
ENSACAG00000029242,
ENSACAG00000015050,
ENSACAG00000009764,POLR1C
ENSACAG00000023124,
ENSACAG00000029127,
ENSACAG00000009687,YIPF3
ENSACAG00000008336,
ENSACAG00000026755,
ENSACAG00000009661,LRRC73
ENSACAG00000009630,
ENSACAG00000009627,DLK2
ENSACAG00000003622,
ENSACAG00000009528,
ENSACAG00000022748,
ENSACAG00000003600,
ENSACAG00000009497,ZNF318
ENSACAG00000011048,
ENSACAG00000009435,FAM98A
ENSACAG00000009357,RASGRP3
ENSACAG00000017226,
ENSACAG00000009007,LTBP1
ENSACAG00000011070,
ENSACAG00000008869,TTC27
ENSACAG00000008607,BIRC6
ENSACAG00000008569,YIPF4
ENSACAG00000008534,NLRC4
ENSACAG00000008527,CDC42EP3
ENSACAG00000008473,
ENSACAG00000008454,
ENSACAG00000008452,NANP
ENSACAG00000008448,
ENSACAG00000008438,SULT6B1
ENSACAG00000008379,EIF2AK2
ENSACAG00000008352,GPATCH11
ENSACAG00000008250,HEATR5B
ENSACAG00000008157,STRN
ENSACAG00000008116,VIT
ENSACAG00000008114,
ENSACAG00000008097,
ENSACAG00000001524,CRIM1
ENSACAG00000022691,
ENSACAG00000001411,CEBPZ
ENSACAG00000001371,NDUFAF7
ENSACAG00000001139,PRKD3
ENSACAG00000001067,QPCT
ENSACAG00000000973,SLC30A6
ENSACAG00000000780,SPAST
ENSACAG00000000767,DPY30
ENSACAG00000000666,MEMO1
ENSACAG00000029621,SRD5A2
ENSACAG00000000397,AHCTF1
ENSACAG00000000300,SCCPDH
ENSACAG00000000298,
ENSACAG00000008810,PKDCC
ENSACAG00000000667,BICRAL
ENSACAG00000000725,TBCC
ENSACAG00000000732,PRPH2
ENSACAG00000000759,UBR2
ENSACAG00000001080,TRERF1
ENSACAG00000001234,MRPS10
ENSACAG00000029369,
ENSACAG00000001292,UTP25
ENSACAG00000001401,SYT14
ENSACAG00000001441,SERTAD4
ENSACAG00000001446,
ENSACAG00000028564,
ENSACAG00000001495,
ENSACAG00000016406,RCOR3
ENSACAG00000016371,TRAF5
ENSACAG00000016362,RD3
ENSACAG00000016353,SLC30A1
ENSACAG00000016319,NEK2
ENSACAG00000016289,LPGAT1
ENSACAG00000006668,INTS7
ENSACAG00000006628,DTL
ENSACAG00000029680,PPP2R5A
ENSACAG00000006381,PACC1
ENSACAG00000006366,
ENSACAG00000006353,ATF3
ENSACAG00000006345,BATF3
ENSACAG00000006336,NSL1
ENSACAG00000006315,TATDN3
ENSACAG00000028528,FLVCR1
ENSACAG00000006244,VASH2
ENSACAG00000006224,ANGEL2
ENSACAG00000006181,RPS6KC1
ENSACAG00000024455,
ENSACAG00000006174,PROX1
ENSACAG00000006117,SMYD2
ENSACAG00000005904,PTPN14
ENSACAG00000005901,CENPF
ENSACAG00000005812,KCNK2
ENSACAG00000017622,KCTD3
ENSACAG00000005739,
ENSACAG00000005658,
ENSACAG00000005586,ESRRG
ENSACAG00000024288,
ENSACAG00000014945,GPATCH2
ENSACAG00000014917,SPATA17
ENSACAG00000014906,RRP15
ENSACAG00000001183,TGFB2
ENSACAG00000029073,LYPLAL1
ENSACAG00000001203,SLC30A10
ENSACAG00000001213,EPRS1
ENSACAG00000001459,BPNT1
ENSACAG00000001566,IARS2
ENSACAG00000001769,RAB3GAP2
ENSACAG00000001802,MARK1
ENSACAG00000001941,PFN3
ENSACAG00000001946,
ENSACAG00000028983,
ENSACAG00000028965,
ENSACAG00000002042,HLX
ENSACAG00000002102,DUSP10
ENSACAG00000025965,
ENSACAG00000002130,HHIPL2
ENSACAG00000002181,TAF1A
ENSACAG00000002254,
ENSACAG00000002339,AIDA
ENSACAG00000002384,BROX
ENSACAG00000002454,FAM177B
ENSACAG00000002459,DISP1
ENSACAG00000002483,
ENSACAG00000002487,SUSD4
ENSACAG00000003251,
ENSACAG00000002512,CAPN8
ENSACAG00000003199,CAPN2
ENSACAG00000003652,TP53BP2
ENSACAG00000024303,
ENSACAG00000027267,ABCB11
ENSACAG00000001146,G6PC2
ENSACAG00000001157,SPC25
ENSACAG00000001196,NOSTRIN
ENSACAG00000001344,CERS6
ENSACAG00000001506,STK39
ENSACAG00000001588,B3GALT1
ENSACAG00000001815,
ENSACAG00000001594,
ENSACAG00000001843,GLP1R
ENSACAG00000002015,SAYSD1
ENSACAG00000002017,KCNK5
ENSACAG00000002077,KCNK17
ENSACAG00000002094,KCNK16
ENSACAG00000002125,KIF6
ENSACAG00000002222,DAAM2
ENSACAG00000026830,MOCS1
ENSACAG00000026168,
ENSACAG00000002530,LRFN2
ENSACAG00000023036,
ENSACAG00000009359,PPP1CB
ENSACAG00000009356,SPDYA
ENSACAG00000009345,TRMT61B
ENSACAG00000009264,WDR43
ENSACAG00000027515,
ENSACAG00000009228,
ENSACAG00000009227,PCARE
ENSACAG00000009120,CLIP4
ENSACAG00000008958,ALK
ENSACAG00000007446,
ENSACAG00000007444,YPEL5
ENSACAG00000007443,
ENSACAG00000007437,LBH
ENSACAG00000007421,LCLAT1
ENSACAG00000007376,CAPN13
ENSACAG00000007314,GALNT14
ENSACAG00000007149,
ENSACAG00000007103,EHD3
ENSACAG00000006868,XDH
ENSACAG00000006624,CDC42BPA
ENSACAG00000006522,COQ8A
ENSACAG00000006455,
ENSACAG00000006393,ITPKB
ENSACAG00000006377,STUM
ENSACAG00000006386,
ENSACAG00000006189,PARP1
ENSACAG00000006122,LIN9
ENSACAG00000006052,ACBD3
ENSACAG00000026224,H3-3A
ENSACAG00000006012,SDE2
ENSACAG00000005997,
ENSACAG00000005883,TMEM63A
ENSACAG00000005795,EPHX1
ENSACAG00000005788,SRP9
ENSACAG00000005736,ENAH
ENSACAG00000005649,LBR
ENSACAG00000005625,
ENSACAG00000029355,CNIH3
ENSACAG00000005514,WDR26
ENSACAG00000005510,CNIH4
ENSACAG00000005476,NVL
ENSACAG00000005458,DEGS1
ENSACAG00000005457,
ENSACAG00000014565,MAL
ENSACAG00000000830,MRPS5
ENSACAG00000026062,
ENSACAG00000000609,
ENSACAG00000000538,THUMPD2
ENSACAG00000000527,TMEM178A
ENSACAG00000006417,MAP4K3
ENSACAG00000006237,SOS1
ENSACAG00000006226,ARHGEF33
ENSACAG00000006222,MORN2
ENSACAG00000006143,DHX57
ENSACAG00000006134,GEMIN6
ENSACAG00000006082,SRSF7
ENSACAG00000006024,GALM
ENSACAG00000005880,HNRNPLL
ENSACAG00000014506,ATL2
ENSACAG00000014384,EIF4A3
ENSACAG00000014297,NINL
ENSACAG00000014276,GINS1
ENSACAG00000014187,ABHD12
ENSACAG00000013998,PYGB
ENSACAG00000013641,
ENSACAG00000013710,VSX1
ENSACAG00000013741,ACSS1
ENSACAG00000013867,APMAP
ENSACAG00000013915,EPCAM
ENSACAG00000013917,MSH2
ENSACAG00000014075,
ENSACAG00000027038,
ENSACAG00000014084,MSH6
ENSACAG00000014131,FBXO11
ENSACAG00000014236,FOXN2
ENSACAG00000014250,PPP1R21
ENSACAG00000014348,
ENSACAG00000003288,CLHC1
ENSACAG00000003302,RPS27A
ENSACAG00000003328,MTIF2
ENSACAG00000003418,
ENSACAG00000003420,CCDC88A
ENSACAG00000003589,CFAP36
ENSACAG00000003620,
ENSACAG00000003692,PNPT1
ENSACAG00000003850,EFEMP1
ENSACAG00000003992,CCDC85A
ENSACAG00000028800,
ENSACAG00000003996,VRK2
ENSACAG00000004033,FANCL
ENSACAG00000024289,
ENSACAG00000015159,BCL11A
ENSACAG00000028359,
ENSACAG00000015048,
ENSACAG00000013449,
ENSACAG00000013487,DGAT1
ENSACAG00000004051,
ENSACAG00000016383,
ENSACAG00000024243,
ENSACAG00000016258,
ENSACAG00000025070,
ENSACAG00000016244,
ENSACAG00000001550,NRXN1
ENSACAG00000001538,
ENSACAG00000012429,ASB3
ENSACAG00000012529,CHAC2
ENSACAG00000012393,ERLEC1
ENSACAG00000025732,
ENSACAG00000012391,GPR75
ENSACAG00000012331,PSME4
ENSACAG00000012326,ACYP2
ENSACAG00000028381,C2orf73
ENSACAG00000011972,SPTBN1
ENSACAG00000013706,
ENSACAG00000011806,EML6
ENSACAG00000011654,RTN4
ENSACAG00000012710,
ENSACAG00000012022,
ENSACAG00000021801,
ENSACAG00000027789,
ENSACAG00000020051,
ENSACAG00000025911,
ENSACAG00000020335,
ENSACAG00000020232,
ENSACAG00000019022,
ENSACAG00000019351,
ENSACAG00000019421,
ENSACAG00000023903,
ENSACAG00000027630,
ENSACAG00000028068,
ENSACAG00000020752,
ENSACAG00000019011,
ENSACAG00000002237,
ENSACAG00000020884,
ENSACAG00000027726,
ENSACAG00000020310,
ENSACAG00000023957,
ENSACAG00000026172,
ENSACAG00000019921,
ENSACAG00000026736,
ENSACAG00000026741,
ENSACAG00000024435,
ENSACAG00000020776,
ENSACAG00000019496,
ENSACAG00000018152,
ENSACAG00000018254,
ENSACAG00000025681,
ENSACAG00000018707,
ENSACAG00000026648,
ENSACAG00000018052,
ENSACAG00000027332,
ENSACAG00000020203,
ENSACAG00000019018,aca-mir-181b-2
ENSACAG00000020130,
ENSACAG00000022848,
ENSACAG00000018926,
ENSACAG00000020894,
ENSACAG00000026900,
ENSACAG00000024345,
ENSACAG00000020659,
ENSACAG00000019227,
ENSACAG00000018333,
ENSACAG00000025125,
ENSACAG00000018249,
ENSACAG00000025343,
ENSACAG00000022676,
ENSACAG00000022719,
ENSACAG00000025939,
ENSACAG00000025374,
ENSACAG00000026554,
ENSACAG00000022718,
ENSACAG00000026422,
ENSACAG00000026333,
ENSACAG00000024852,
ENSACAG00000026011,
ENSACAG00000024731,
ENSACAG00000027189,
ENSACAG00000023585,
ENSACAG00000027755,
ENSACAG00000027695,
ENSACAG00000027965,
ENSACAG00000023140,
ENSACAG00000024636,
ENSACAG00000022283,
ENSACAG00000027290,
ENSACAG00000023379,
ENSACAG00000022293,
ENSACAG00000020734,
ENSACAG00000020597,
ENSACAG00000020771,
ENSACAG00000018641,aca-mir-135-3
ENSACAG00000023542,
ENSACAG00000020268,aca-mir-737
ENSACAG00000019489,
ENSACAG00000026233,
ENSACAG00000025989,
ENSACAG00000019379,
ENSACAG00000022704,
ENSACAG00000019654,
ENSACAG00000018454,aca-mir-29a-2
ENSACAG00000019487,
ENSACAG00000023133,
ENSACAG00000019068,aca-mir-202
ENSACAG00000018740,
ENSACAG00000022504,
ENSACAG00000018343,
ENSACAG00000019378,
ENSACAG00000020408,
ENSACAG00000019789,aca-mir-301b
ENSACAG00000018539,aca-mir-130c
ENSACAG00000019342,
ENSACAG00000019073,
ENSACAG00000019574,aca-mir-142
ENSACAG00000019599,
ENSACAG00000019198,
ENSACAG00000023702,
ENSACAG00000018150,
ENSACAG00000018582,
ENSACAG00000018805,aca-mir-30e
ENSACAG00000019107,
ENSACAG00000020137,
ENSACAG00000019580,
ENSACAG00000021200,
ENSACAG00000024981,
ENSACAG00000022525,
ENSACAG00000028118,
ENSACAG00000024770,
ENSACAG00000027224,
ENSACAG00000025316,
ENSACAG00000021294,
ENSACAG00000024226,
ENSACAG00000018371,
ENSACAG00000022308,
ENSACAG00000026460,
ENSACAG00000027591,
ENSACAG00000020392,
ENSACAG00000020111,
ENSACAG00000019690,
ENSACAG00000024619,
ENSACAG00000019358,aca-mir-1306
ENSACAG00000023163,
ENSACAG00000018680,
ENSACAG00000025391,
ENSACAG00000019451,aca-mir-875
ENSACAG00000020465,aca-mir-455
ENSACAG00000020461,
ENSACAG00000020315,
ENSACAG00000020175,
ENSACAG00000020386,
ENSACAG00000025010,
ENSACAG00000019214,
ENSACAG00000018909,aca-mir-9-2
ENSACAG00000025858,
ENSACAG00000020355,
ENSACAG00000022699,
ENSACAG00000019372,
ENSACAG00000019895,
ENSACAG00000018495,aca-mir-147
ENSACAG00000020083,
ENSACAG00000020287,aca-mir-34c
ENSACAG00000027227,
ENSACAG00000021282,
ENSACAG00000018321,
ENSACAG00000021726,
ENSACAG00000022217,aca-mir-194-2
ENSACAG00000023686,
ENSACAG00000022371,
ENSACAG00000002525,
ENSACAG00000028155,
ENSACAG00000019927,
ENSACAG00000019850,
ENSACAG00000019854,
ENSACAG00000019520,
ENSACAG00000018051,
ENSACAG00000019028,
ENSACAG00000019674,
ENSACAG00000021920,
ENSACAG00000019159,
ENSACAG00000019590,
ENSACAG00000020191,
ENSACAG00000019371,aca-let-7c-2
ENSACAG00000026510,
ENSACAG00000020811,
ENSACAG00000019467,
ENSACAG00000018882,
ENSACAG00000019839,aca-mir-200a
ENSACAG00000018128,
ENSACAG00000026410,
ENSACAG00000027162,
ENSACAG00000019273,
ENSACAG00000018479,
ENSACAG00000020600,
ENSACAG00000018301,aca-mir-130a-2
ENSACAG00000020329,aca-mir-460a
ENSACAG00000019549,aca-mir-139
ENSACAG00000020220,
ENSACAG00000022338,
ENSACAG00000019282,
ENSACAG00000018382,
ENSACAG00000019822,aca-mir-15b
ENSACAG00000020440,
ENSACAG00000020345,aca-mir-199b
ENSACAG00000025411,
ENSACAG00000025469,
ENSACAG00000022355,
ENSACAG00000018833,
ENSACAG00000018019,
ENSACAG00000018266,
ENSACAG00000018685,
ENSACAG00000020380,
ENSACAG00000024686,
ENSACAG00000025002,
ENSACAG00000022666,
ENSACAG00000024073,
ENSACAG00000024760,
ENSACAG00000018737,aca-mir-181b-1
ENSACAG00000020500,
ENSACAG00000018726,
ENSACAG00000025719,
ENSACAG00000020107,
ENSACAG00000019802,
ENSACAG00000026640,
ENSACAG00000026178,
ENSACAG00000018329,
ENSACAG00000020152,
ENSACAG00000019942,
ENSACAG00000019784,aca-mir-19c
ENSACAG00000019514,
ENSACAG00000020063,
ENSACAG00000020872,
ENSACAG00000024042,
ENSACAG00000024064,
ENSACAG00000023259,
ENSACAG00000020084,aca-mir-219-2
ENSACAG00000018587,
ENSACAG00000019424,
ENSACAG00000022251,
ENSACAG00000024847,
ENSACAG00000018368,
ENSACAG00000026102,
ENSACAG00000023235,
ENSACAG00000027484,
ENSACAG00000020267,aca-mir-126
ENSACAG00000027254,
ENSACAG00000028029,
ENSACAG00000026200,
ENSACAG00000018808,aca-mir-203
ENSACAG00000022807,
ENSACAG00000020336,
ENSACAG00000018730,
ENSACAG00000025874,
ENSACAG00000018568,aca-mir-210
ENSACAG00000019157,
ENSACAG00000020496,
ENSACAG00000018847,
ENSACAG00000018385,aca-mir-130a-1
ENSACAG00000018095,
ENSACAG00000018442,
ENSACAG00000020009,
ENSACAG00000020614,
ENSACAG00000019756,
ENSACAG00000019502,
ENSACAG00000025382,
ENSACAG00000020396,
ENSACAG00000020547,
ENSACAG00000020403,
ENSACAG00000020308,
ENSACAG00000019418,
ENSACAG00000025841,
ENSACAG00000015122,
ENSACAG00000018110,
ENSACAG00000019165,
ENSACAG00000020605,
ENSACAG00000020656,aca-mir-138-2
ENSACAG00000020096,
ENSACAG00000020307,
ENSACAG00000020793,
ENSACAG00000020735,
ENSACAG00000018312,
ENSACAG00000020216,aca-mir-456
ENSACAG00000025096,
ENSACAG00000020018,aca-mir-215
ENSACAG00000018819,aca-mir-194-1
ENSACAG00000023047,
ENSACAG00000018204,
ENSACAG00000026675,
ENSACAG00000018761,
ENSACAG00000019272,aca-mir-216a
ENSACAG00000018178,
ENSACAG00000018864,aca-mir-449a
ENSACAG00000018983,
ENSACAG00000020491,
ENSACAG00000018068,aca-mir-9-1
ENSACAG00000023222,
ENSACAG00000020037,
ENSACAG00000019986,aca-mir-27a
ENSACAG00000019292,
ENSACAG00000024457,
ENSACAG00000018274,
ENSACAG00000020444,
ENSACAG00000018881,aca-mir-23b
ENSACAG00000018056,
ENSACAG00000019801,aca-mir-204a-2
ENSACAG00000026368,
ENSACAG00000018429,aca-mir-101-2
ENSACAG00000020778,
ENSACAG00000020141,aca-mir-26-3
ENSACAG00000019939,
ENSACAG00000020750,aca-mir-10c
ENSACAG00000018996,
ENSACAG00000018023,
ENSACAG00000020777,
ENSACAG00000018320,
ENSACAG00000021941,
ENSACAG00000018182,aca-mir-338
ENSACAG00000018894,
ENSACAG00000027423,
ENSACAG00000020192,
ENSACAG00000018259,
ENSACAG00000018337,aca-mir-145
ENSACAG00000020787,aca-mir-143
ENSACAG00000019586,
ENSACAG00000019879,aca-mir-135-1
ENSACAG00000018961,
ENSACAG00000020828,
ENSACAG00000025516,aca-mir-2970
ENSACAG00000020381,aca-mir-425
ENSACAG00000018243,
ENSACAG00000019639,
ENSACAG00000019790,
ENSACAG00000018992,aca-mir-551
ENSACAG00000018205,aca-mir-16a
ENSACAG00000020429,aca-mir-15a
ENSACAG00000020013,
ENSACAG00000020455,aca-mir-727
ENSACAG00000018166,
ENSACAG00000019289,
ENSACAG00000018673,
ENSACAG00000020341,
ENSACAG00000019904,
ENSACAG00000019222,
ENSACAG00000019584,aca-mir-1805
ENSACAG00000018347,
ENSACAG00000018307,
ENSACAG00000019419,
ENSACAG00000019987,
ENSACAG00000027194,
ENSACAG00000020668,
ENSACAG00000019091,aca-let-7c-1
ENSACAG00000020100,
ENSACAG00000020306,
ENSACAG00000018553,
ENSACAG00000022196,
ENSACAG00000018468,
ENSACAG00000018496,
ENSACAG00000021453,
ENSACAG00000023792,
ENSACAG00000027879,
ENSACAG00000022992,
ENSACAG00000026369,
ENSACAG00000025761,
ENSACAG00000026595,
ENSACAG00000025688,
ENSACAG00000021981,
ENSACAG00000020595,aca-mir-30b
ENSACAG00000019524,
ENSACAG00000018519,
ENSACAG00000019047,
ENSACAG00000019872,
ENSACAG00000019284,
ENSACAG00000018717,
ENSACAG00000024869,
ENSACAG00000018669,
ENSACAG00000019689,
ENSACAG00000018830,
ENSACAG00000024433,
ENSACAG00000018700,
ENSACAG00000019980,aca-mir-101-1
ENSACAG00000019463,
ENSACAG00000018284,aca-let-7a-2
ENSACAG00000018476,aca-let-7e
ENSACAG00000018295,
ENSACAG00000019354,
ENSACAG00000019143,aca-mir-499
ENSACAG00000026580,
ENSACAG00000019145,aca-mir-1a-2
ENSACAG00000020615,
ENSACAG00000020299,
ENSACAG00000019577,
ENSACAG00000018692,
ENSACAG00000020528,aca-mir-29b-2
ENSACAG00000018282,aca-mir-205b
ENSACAG00000019017,
ENSACAG00000025175,
ENSACAG00000020751,
ENSACAG00000018022,
ENSACAG00000018362,
ENSACAG00000018554,
ENSACAG00000019858,
ENSACAG00000020241,
ENSACAG00000024604,
ENSACAG00000020068,
ENSACAG00000023229,
ENSACAG00000018460,
ENSACAG00000018087,
ENSACAG00000018867,aca-let-7b
ENSACAG00000019815,
ENSACAG00000025435,
ENSACAG00000020338,
ENSACAG00000022787,
ENSACAG00000018499,
ENSACAG00000022831,
ENSACAG00000023317,
ENSACAG00000027976,
ENSACAG00000018542,aca-mir-302b
ENSACAG00000020593,aca-mir-302a
ENSACAG00000019601,aca-mir-367
ENSACAG00000026641,
ENSACAG00000027490,
ENSACAG00000023868,
ENSACAG00000018850,
ENSACAG00000018702,aca-mir-1662
ENSACAG00000026104,
ENSACAG00000019455,
ENSACAG00000018863,
ENSACAG00000019716,
ENSACAG00000020684,aca-mir-489
ENSACAG00000018124,
ENSACAG00000020449,aca-mir-148a
ENSACAG00000020662,aca-mir-128-1
ENSACAG00000019357,
ENSACAG00000019757,aca-mir-187
ENSACAG00000022302,
ENSACAG00000018119,
ENSACAG00000020836,aca-mir-196c
ENSACAG00000019115,
ENSACAG00000019695,
ENSACAG00000019505,
ENSACAG00000020576,aca-mir-125b-1
ENSACAG00000020289,aca-let-7c-3
ENSACAG00000018623,
ENSACAG00000021609,7SK
ENSACAG00000018698,7SK
ENSACAG00000025328,7SK
ENSACAG00000021622,7SK
ENSACAG00000018207,7SK
ENSACAG00000023035,7SK
ENSACAG00000020923,7SK
ENSACAG00000020088,7SK
ENSACAG00000021549,7SK
ENSACAG00000021626,7SK
ENSACAG00000018799,7SK
ENSACAG00000018058,7SK
ENSACAG00000021656,7SK
ENSACAG00000018341,7SK
ENSACAG00000018210,7SK
ENSACAG00000020233,7SK
ENSACAG00000021439,7SK
ENSACAG00000021452,7SK
ENSACAG00000026115,7SK
ENSACAG00000018639,7SK
ENSACAG00000019952,7SK
ENSACAG00000018187,7SK
ENSACAG00000021303,7SK
ENSACAG00000021420,7SK
ENSACAG00000019277,7SK
ENSACAG00000020394,7SK
ENSACAG00000018491,7SK
ENSACAG00000021682,RNaseP_nuc
ENSACAG00000019820,7SK
ENSACAG00000020563,7SK
ENSACAG00000018930,7SK
ENSACAG00000018932,7SK
ENSACAG00000021671,7SK
ENSACAG00000020899,7SK
ENSACAG00000020570,7SK
ENSACAG00000019731,7SK
ENSACAG00000021365,7SK
ENSACAG00000019529,7SK
ENSACAG00000018934,7SK
ENSACAG00000019306,7SK
ENSACAG00000019610,7SK
ENSACAG00000020738,7SK
ENSACAG00000019390,7SK
ENSACAG00000019972,7SK
ENSACAG00000018605,7SK
ENSACAG00000021915,7SK
ENSACAG00000018511,7SK
ENSACAG00000027774,7SK
ENSACAG00000025280,7SK
ENSACAG00000020897,7SK
ENSACAG00000020025,7SK
