,human_ncbi_id,xenDB_id,frog_gene_name,frog_gene_description,human gene name,Ensembl GeneIDs,xenDB_geneID,frog_ncbi
18300,23705,XB-GENEPAGE-6033348,CADM1,cell adhesion molecule 1,CADM1,ENSG00000182985,XB-GENE-17346365,XM_041571381
18301,23705,XB-GENEPAGE-6033348,CADM1,cell adhesion molecule 1,CADM1,ENSG00000182985,XB-GENE-17346365,XM_041571382
18302,23705,XB-GENEPAGE-6033348,CADM1,cell adhesion molecule 1,CADM1,ENSG00000182985,XB-GENE-17346365,XM_041571383
18303,23705,XB-GENEPAGE-6033348,CADM1,cell adhesion molecule 1,CADM1,ENSG00000182985,XB-GENE-17346365,XM_041571384
18304,23705,XB-GENEPAGE-6033348,CADM1,cell adhesion molecule 1,CADM1,ENSG00000182985,XB-GENE-17346365,XM_041571385
18305,23705,XB-GENEPAGE-6033348,CADM1,cell adhesion molecule 1,CADM1,ENSG00000182985,XB-GENE-17346365,XM_041571386
18306,40,XB-GENEPAGE-6033379,ASIC2,acid sensing ion channel subunit 2,ASIC2,ENSG00000108684,XB-GENE-17333049,XM_018238120
18307,40,XB-GENEPAGE-6033379,ASIC2,acid sensing ion channel subunit 2,ASIC2,ENSG00000108684,XB-GENE-17333049,XM_041579224
18308,40,XB-GENEPAGE-6033379,ASIC2,acid sensing ion channel subunit 2,ASIC2,ENSG00000108684,XB-GENE-17333049,XM_041579225
18309,40,XB-GENEPAGE-6033379,ASIC2,acid sensing ion channel subunit 2,ASIC2,ENSG00000108684,XB-GENE-17333049,XM_018238120
18310,29909,XB-GENEPAGE-6033388,GPR171,G protein-coupled receptor 171,GPR171,ENSG00000174946,XB-GENE-6487010,XM_018264803
18311,389827,XB-GENEPAGE-6033403,MYMK,"myomaker, myoblast fusion factor",MYMK,ENSG00000187616,XB-GENE-17332528,XM_018233826
18312,3992,XB-GENEPAGE-6033416,FADS1,fatty acid desaturase 1,FADS1,ENSG00000149485,XB-GENE-17333429,XM_018260114
18313,22979,XB-GENEPAGE-6033490,EFR3B,EFR3 homolog B,EFR3B,ENSG00000084710,XB-GENE-17330702,XM_041565120
18314,131544,XB-GENEPAGE-6033524,CRYBG3,crystallin beta-gamma domain containing 3,CRYBG3,ENSG00000080200,XB-GENE-6487301,XM_018248853
18315,131544,XB-GENEPAGE-6033524,CRYBG3,crystallin beta-gamma domain containing 3,CRYBG3,ENSG00000080200,XB-GENE-6487301,XM_018248854
18316,83857,XB-GENEPAGE-6033539,TMTC1,transmembrane and tetratricopeptide repeat containing 1,TMTC1,ENSG00000133687,XB-GENE-17332819,XM_018254880
18317,9842,XB-GENEPAGE-6033728,PLEKHM1,pleckstrin homology and RUN domain containing M1,PLEKHM1,ENSG00000225190,XB-GENE-17342526,XM_018238149
18318,8292,XB-GENEPAGE-6033759,COLQ,collagen-like tail subunit (single strand of homotrimer) of asymmetric acetylcholinesterase,COLQ,ENSG00000206561,XB-GENE-17339485,XM_041567512
18319,8292,XB-GENEPAGE-6033759,COLQ,collagen-like tail subunit (single strand of homotrimer) of asymmetric acetylcholinesterase,COLQ,ENSG00000206561,XB-GENE-17339485,XM_041567513
18320,8292,XB-GENEPAGE-6033759,COLQ,collagen-like tail subunit (single strand of homotrimer) of asymmetric acetylcholinesterase,COLQ,ENSG00000206561,XB-GENE-17339485,XM_041567514
18321,8292,XB-GENEPAGE-6033759,COLQ,collagen-like tail subunit (single strand of homotrimer) of asymmetric acetylcholinesterase,COLQ,ENSG00000206561,XB-GENE-17339485,XM_041567515
18322,8292,XB-GENEPAGE-6033759,COLQ,collagen-like tail subunit (single strand of homotrimer) of asymmetric acetylcholinesterase,COLQ,ENSG00000206561,XB-GENE-17339485,XM_041567516
18323,93664,XB-GENEPAGE-6033824,CADPS2,Ca++-dependent secretion activator 2,CADPS2,ENSG00000081803,XB-GENE-17336113,XM_018255847
18324,93664,XB-GENEPAGE-6033824,CADPS2,Ca++-dependent secretion activator 2,CADPS2,ENSG00000081803,XB-GENE-17336113,XM_018255848
18325,93664,XB-GENEPAGE-6033824,CADPS2,Ca++-dependent secretion activator 2,CADPS2,ENSG00000081803,XB-GENE-17336113,XM_018255849
18326,93664,XB-GENEPAGE-6033824,CADPS2,Ca++-dependent secretion activator 2,CADPS2,ENSG00000081803,XB-GENE-17336113,XM_018255851
18327,93664,XB-GENEPAGE-6033824,CADPS2,Ca++-dependent secretion activator 2,CADPS2,ENSG00000081803,XB-GENE-17336113,XM_041588528
18328,93664,XB-GENEPAGE-6033824,CADPS2,Ca++-dependent secretion activator 2,CADPS2,ENSG00000081803,XB-GENE-17336113,XM_041588529
18329,93664,XB-GENEPAGE-6033824,CADPS2,Ca++-dependent secretion activator 2,CADPS2,ENSG00000081803,XB-GENE-17336113,XM_041588530
18330,23143,XB-GENEPAGE-6033839,LRCH1,leucine-rich repeats and calponin homology (CH) domain containing 1,LRCH1,ENSG00000136141,XB-GENE-6488217,XM_018249962
18331,23143,XB-GENEPAGE-6033839,LRCH1,leucine-rich repeats and calponin homology (CH) domain containing 1,LRCH1,ENSG00000136141,XB-GENE-6488217,XM_018249964
18332,23143,XB-GENEPAGE-6033839,LRCH1,leucine-rich repeats and calponin homology (CH) domain containing 1,LRCH1,ENSG00000136141,XB-GENE-6488217,XM_041584357
18333,23143,XB-GENEPAGE-6033839,LRCH1,leucine-rich repeats and calponin homology (CH) domain containing 1,LRCH1,ENSG00000136141,XB-GENE-6488217,XM_041584358
18334,23143,XB-GENEPAGE-6033839,LRCH1,leucine-rich repeats and calponin homology (CH) domain containing 1,LRCH1,ENSG00000136141,XB-GENE-6488217,XM_041584359
18335,23143,XB-GENEPAGE-6033839,LRCH1,leucine-rich repeats and calponin homology (CH) domain containing 1,LRCH1,ENSG00000136141,XB-GENE-6488217,XM_041584360
18336,56889,XB-GENEPAGE-6033853,TM9SF3,transmembrane 9 superfamily member 3,TM9SF3,ENSG00000077147,XB-GENE-6485766,XM_018242065
18337,23098,XB-GENEPAGE-6033912,SARM1,sterile alpha and TIR motif containing 1,SARM1,ENSG00000004139,XB-GENE-17330547,XM_018248774
18338,23098,XB-GENEPAGE-6033912,SARM1,sterile alpha and TIR motif containing 1,SARM1,ENSG00000004139,XB-GENE-17330547,XM_018248775
18339,84444,XB-GENEPAGE-6033924,DOT1L,DOT1-like histone H3K79 methyltransferase,DOT1L,ENSG00000104885,XB-GENE-17338730,XM_018243640
18340,84444,XB-GENEPAGE-6033924,DOT1L,DOT1-like histone H3K79 methyltransferase,DOT1L,ENSG00000104885,XB-GENE-17338730,XM_018243641
18341,6511,XB-GENEPAGE-6033964,SLC1A6,"solute carrier family 1 (high affinity aspartate/glutamate transporter), member 6",SLC1A6,ENSG00000105143,XB-GENE-17333237,XM_018243630
18342,6511,XB-GENEPAGE-6033964,SLC1A6,"solute carrier family 1 (high affinity aspartate/glutamate transporter), member 6",SLC1A6,ENSG00000105143,XB-GENE-17333237,XM_041579917
18343,54922,XB-GENEPAGE-6033969,RASIP1,Ras interacting protein 1,RASIP1,ENSG00000105538,XB-GENE-6486870,XM_018228088
18344,54922,XB-GENEPAGE-6033969,RASIP1,Ras interacting protein 1,RASIP1,ENSG00000105538,XB-GENE-6486870,XM_018228089
18345,148266,XB-GENEPAGE-6033979,ZNF569,zinc finger protein 569,ZNF569,ENSG00000196437,XB-GENE-17341339,XM_041567278
18346,148266,XB-GENEPAGE-6033979,ZNF569,zinc finger protein 569,ZNF569,ENSG00000196437,XB-GENE-17341339,XM_041567279
18347,286148,XB-GENEPAGE-6034527,DPY19L4,dpy-19-like 4,DPY19L4,ENSG00000156162,XB-GENE-6489118,XM_018223881
18348,286148,XB-GENEPAGE-6034527,DPY19L4,dpy-19-like 4,DPY19L4,ENSG00000156162,XB-GENE-6489118,XM_018223882
18349,286148,XB-GENEPAGE-6034527,DPY19L4,dpy-19-like 4,DPY19L4,ENSG00000156162,XB-GENE-6489118,XM_018223883
18350,286148,XB-GENEPAGE-6034527,DPY19L4,dpy-19-like 4,DPY19L4,ENSG00000156162,XB-GENE-6489118,XM_018223884
18351,1288,XB-GENEPAGE-6034567,COL4A6,"collagen, type IV, alpha 6",COL4A6,ENSG00000197565,XB-GENE-17332759,XM_018232970
18352,1288,XB-GENEPAGE-6034567,COL4A6,"collagen, type IV, alpha 6",COL4A6,ENSG00000197565,XB-GENE-17332759,XM_041575196
18353,1288,XB-GENEPAGE-6034567,COL4A6,"collagen, type IV, alpha 6",COL4A6,ENSG00000197565,XB-GENE-17332759,XM_041575197
18354,1288,XB-GENEPAGE-6034567,COL4A6,"collagen, type IV, alpha 6",COL4A6,ENSG00000197565,XB-GENE-17332759,XM_018232970
18355,10552,XB-GENEPAGE-6034681,ARPC1A,actin related protein 2/3 complex subunit 1A,ARPC1A,ENSG00000241685,XB-GENE-6254683,XM_018237224
18356,26050,XB-GENEPAGE-6034845,SLITRK5,SLIT and NTRK like family member 5,SLITRK5,ENSG00000165300,XB-GENE-6489399,XM_018249885
18357,1129,XB-GENEPAGE-6034895,CHRM2,"cholinergic receptor, muscarinic 2",CHRM2,ENSG00000181072,XB-GENE-17342753,XM_041587879
18358,57555,XB-GENEPAGE-6034905,NLGN2,neuroligin 2,NLGN2,ENSG00000169992,XB-GENE-17339431,XM_018239786
18359,57555,XB-GENEPAGE-6034905,NLGN2,neuroligin 2,NLGN2,ENSG00000169992,XB-GENE-17339431,XM_041589008
18360,79875,XB-GENEPAGE-6035026,THSD4,thrombospondin type 1 domain containing 4,THSD4,ENSG00000187720,XB-GENE-17333171,XM_018255490
18361,79875,XB-GENEPAGE-6035026,THSD4,thrombospondin type 1 domain containing 4,THSD4,ENSG00000187720,XB-GENE-17333171,XM_018255491
18362,131405,XB-GENEPAGE-6035038,TRIM71,"tripartite motif containing 71, E3 ubiquitin protein ligase",TRIM71,ENSG00000206557,XB-GENE-17341909,XM_018269303
18363,131405,XB-GENEPAGE-6035038,TRIM71,"tripartite motif containing 71, E3 ubiquitin protein ligase",TRIM71,ENSG00000206557,XB-GENE-17341909,XM_018269304
18364,131405,XB-GENEPAGE-6035038,TRIM71,"tripartite motif containing 71, E3 ubiquitin protein ligase",TRIM71,ENSG00000206557,XB-GENE-17341909,XM_018269305
18365,111,XB-GENEPAGE-6035060,ADCY5,adenylate cyclase 5,ADCY5,ENSG00000173175,XB-GENE-17334446,XM_018238668
18366,111,XB-GENEPAGE-6035060,ADCY5,adenylate cyclase 5,ADCY5,ENSG00000173175,XB-GENE-17334446,XM_041578503
18367,111,XB-GENEPAGE-6035060,ADCY5,adenylate cyclase 5,ADCY5,ENSG00000173175,XB-GENE-17334446,XM_041578504
18368,84871,XB-GENEPAGE-6035073,AGBL4,AGBL carboxypeptidase 4,AGBL4,ENSG00000186094,XB-GENE-17343136,XM_041561458
18369,84871,XB-GENEPAGE-6035073,AGBL4,AGBL carboxypeptidase 4,AGBL4,ENSG00000186094,XB-GENE-17343136,XM_041561459
18370,84871,XB-GENEPAGE-6035073,AGBL4,AGBL carboxypeptidase 4,AGBL4,ENSG00000186094,XB-GENE-17343136,XM_041561460
18371,23358,XB-GENEPAGE-6035155,USP24,ubiquitin specific peptidase 24,USP24,ENSG00000162402,XB-GENE-17344615,XM_018260792
18372,23358,XB-GENEPAGE-6035155,USP24,ubiquitin specific peptidase 24,USP24,ENSG00000162402,XB-GENE-17344615,XM_041561412
18373,23358,XB-GENEPAGE-6035155,USP24,ubiquitin specific peptidase 24,USP24,ENSG00000162402,XB-GENE-17344615,XM_018260794
18374,387849,XB-GENEPAGE-6035216,REP15,RAB15 effector protein,REP15,ENSG00000174236,XB-GENE-17334761,XM_018254740
18375,644100,XB-GENEPAGE-6035240,ARL14EPL,ADP ribosylation factor like GTPase 14 effector protein like,ARL14EPL,ENSG00000268223,XB-GENE-17341704,XM_018242906
18376,2042,XB-GENEPAGE-6035244,EPHA3,EPH receptor A3,EPHA3,ENSG00000044524,XB-GENE-17341701,XM_018248850
18377,2042,XB-GENEPAGE-6035244,EPHA3,EPH receptor A3,EPHA3,ENSG00000044524,XB-GENE-17341701,XM_041583372
18378,2042,XB-GENEPAGE-6035244,EPHA3,EPH receptor A3,EPHA3,ENSG00000044524,XB-GENE-17341701,XM_041583373
18379,387119,XB-GENEPAGE-6035285,CEP85L,centrosomal protein 85kDa-like,CEP85L,ENSG00000111860,XB-GENE-17345325,XM_018265363
18380,387119,XB-GENEPAGE-6035285,CEP85L,centrosomal protein 85kDa-like,CEP85L,ENSG00000111860,XB-GENE-17345325,XM_018265364
18381,387119,XB-GENEPAGE-6035285,CEP85L,centrosomal protein 85kDa-like,CEP85L,ENSG00000111860,XB-GENE-17345325,XM_041564611
18382,387119,XB-GENEPAGE-6035285,CEP85L,centrosomal protein 85kDa-like,CEP85L,ENSG00000111860,XB-GENE-17345325,XM_041564612
18383,387119,XB-GENEPAGE-6035285,CEP85L,centrosomal protein 85kDa-like,CEP85L,ENSG00000111860,XB-GENE-17345325,XM_041564613
18384,387119,XB-GENEPAGE-6035285,CEP85L,centrosomal protein 85kDa-like,CEP85L,ENSG00000111860,XB-GENE-17345325,XM_018265363
18385,387119,XB-GENEPAGE-6035285,CEP85L,centrosomal protein 85kDa-like,CEP85L,ENSG00000111860,XB-GENE-17345325,XM_018265364
18386,387119,XB-GENEPAGE-6035285,CEP85L,centrosomal protein 85kDa-like,CEP85L,ENSG00000111860,XB-GENE-17345325,XM_041564614
18387,2569,XB-GENEPAGE-6035297,GABRR1,"gamma-aminobutyric acid (GABA) A receptor, rho 1",GABRR1,ENSG00000146276,XB-GENE-6488859,XM_041564653
18388,23341,XB-GENEPAGE-6035330,DNAJC16,DnaJ heat shock protein family (Hsp40) member C16,DNAJC16,ENSG00000116138,XB-GENE-6488239,XM_018228345
18389,162282,XB-GENEPAGE-6035382,ANKFN1L,ankyrin repeat and fibronectin type III domain containing 1 like,ANKFN1,ENSG00000153930,XB-GENE-6488451,XM_018239220
18390,162282,XB-GENEPAGE-6035382,ANKFN1L,ankyrin repeat and fibronectin type III domain containing 1 like,ANKFN1,ENSG00000153930,XB-GENE-6488451,XM_041577990
18391,162282,XB-GENEPAGE-6035382,ANKFN1L,ankyrin repeat and fibronectin type III domain containing 1 like,ANKFN1,ENSG00000153930,XB-GENE-6488451,XM_041577991
18392,162282,XB-GENEPAGE-6035382,ANKFN1L,ankyrin repeat and fibronectin type III domain containing 1 like,ANKFN1,ENSG00000153930,XB-GENE-6488451,XM_041577992
18393,162282,XB-GENEPAGE-6035382,ANKFN1L,ankyrin repeat and fibronectin type III domain containing 1 like,ANKFN1,ENSG00000153930,XB-GENE-6488451,XM_041577993
18394,125206,XB-GENEPAGE-6035395,SLC5A10,"solute carrier family 5 (sodium/sugar cotransporter), member 10",SLC5A10,ENSG00000154025,XB-GENE-17340468,XM_041579160
18395,125206,XB-GENEPAGE-6035395,SLC5A10,"solute carrier family 5 (sodium/sugar cotransporter), member 10",SLC5A10,ENSG00000154025,XB-GENE-17340468,XM_041579161
18396,284615,XB-GENEPAGE-6035401,ANKRD34A,ankyrin repeat domain 34A,ANKRD34A,ENSG00000272031,XB-GENE-17334017,XM_018233859
18397,79734,XB-GENEPAGE-6035410,KCTD17,potassium channel tetramerization domain containing 17,KCTD17,ENSG00000100379,XB-GENE-6487238,XM_018261269
18398,79734,XB-GENEPAGE-6035410,KCTD17,potassium channel tetramerization domain containing 17,KCTD17,ENSG00000100379,XB-GENE-6487238,XM_041561668
18399,28232,XB-GENEPAGE-6035423,SLCO3A1,solute carrier organic anion transporter family member 3A1,SLCO3A1,ENSG00000176463,XB-GENE-6486432,XM_018255309
18400,1812,XB-GENEPAGE-6035430,DRD1,dopamine receptor D1,DRD1,ENSG00000184845,XB-GENE-17335918,XM_018254697
18401,79873,XB-GENEPAGE-6035438,NUDT18,nudix hydrolase 18,NUDT18,ENSG00000275074,XB-GENE-6489277,XM_018255048
18402,79873,XB-GENEPAGE-6035438,NUDT18,nudix hydrolase 18,NUDT18,ENSG00000275074,XB-GENE-6489277,XM_018255049
18403,26253,XB-GENEPAGE-6035507,CLEC4E,C-type lectin domain family 4 member E,CLEC4E,ENSG00000166523,XB-GENE-17331701,XM_018241971
18404,26253,XB-GENEPAGE-6035507,CLEC4E,C-type lectin domain family 4 member E,CLEC4E,ENSG00000166523,XB-GENE-17331701,XM_018241972
18405,26253,XB-GENEPAGE-6035507,CLEC4E,C-type lectin domain family 4 member E,CLEC4E,ENSG00000166523,XB-GENE-17331701,XM_041588852
18406,116033993,XB-GENEPAGE-6035520,FOXL3,forkhead box L3,FOXL3,ENSG00000248767,XB-GENE-17331219,XM_018237878
18407,116033993,XB-GENEPAGE-6035520,FOXL3,forkhead box L3,FOXL3,ENSG00000248767,XB-GENE-17331219,XM_018237878
18408,57497,XB-GENEPAGE-6035532,LRFN2,leucine rich repeat and fibronectin type III domain containing 2,LRFN2,ENSG00000156564,XB-GENE-17330766,XM_018264901
18409,57497,XB-GENEPAGE-6035532,LRFN2,leucine rich repeat and fibronectin type III domain containing 2,LRFN2,ENSG00000156564,XB-GENE-17330766,XM_041564211
18410,4154,XB-GENEPAGE-6035556,MBNL1,muscleblind like splicing regulator 1,MBNL1,ENSG00000152601,XB-GENE-17331377,XM_018265754
18411,4154,XB-GENEPAGE-6035556,MBNL1,muscleblind like splicing regulator 1,MBNL1,ENSG00000152601,XB-GENE-17331377,XM_018265755
18412,4154,XB-GENEPAGE-6035556,MBNL1,muscleblind like splicing regulator 1,MBNL1,ENSG00000152601,XB-GENE-17331377,XM_018265755
18413,4154,XB-GENEPAGE-6035556,MBNL1,muscleblind like splicing regulator 1,MBNL1,ENSG00000152601,XB-GENE-17331377,XM_018265754
18414,4154,XB-GENEPAGE-6035556,MBNL1,muscleblind like splicing regulator 1,MBNL1,ENSG00000152601,XB-GENE-17331377,XM_041564926
18415,4154,XB-GENEPAGE-6035556,MBNL1,muscleblind like splicing regulator 1,MBNL1,ENSG00000152601,XB-GENE-17331377,XM_041564927
18416,4154,XB-GENEPAGE-6035556,MBNL1,muscleblind like splicing regulator 1,MBNL1,ENSG00000152601,XB-GENE-17331377,XM_041564928
18417,4154,XB-GENEPAGE-6035556,MBNL1,muscleblind like splicing regulator 1,MBNL1,ENSG00000152601,XB-GENE-17331377,XM_041564929
18418,4154,XB-GENEPAGE-6035556,MBNL1,muscleblind like splicing regulator 1,MBNL1,ENSG00000152601,XB-GENE-17331377,XM_041564930
18419,4154,XB-GENEPAGE-6035556,MBNL1,muscleblind like splicing regulator 1,MBNL1,ENSG00000152601,XB-GENE-17331377,XM_041564931
18420,4154,XB-GENEPAGE-6035556,MBNL1,muscleblind like splicing regulator 1,MBNL1,ENSG00000152601,XB-GENE-17331377,XM_041564932
18421,4154,XB-GENEPAGE-6035556,MBNL1,muscleblind like splicing regulator 1,MBNL1,ENSG00000152601,XB-GENE-17331377,XM_041564933
18422,4154,XB-GENEPAGE-6035556,MBNL1,muscleblind like splicing regulator 1,MBNL1,ENSG00000152601,XB-GENE-17331377,XM_041564934
18423,4154,XB-GENEPAGE-6035556,MBNL1,muscleblind like splicing regulator 1,MBNL1,ENSG00000152601,XB-GENE-17331377,XM_041564935
18424,4154,XB-GENEPAGE-6035556,MBNL1,muscleblind like splicing regulator 1,MBNL1,ENSG00000152601,XB-GENE-17331377,XM_041564936
18425,4154,XB-GENEPAGE-6035556,MBNL1,muscleblind like splicing regulator 1,MBNL1,ENSG00000152601,XB-GENE-17331377,XM_041564937
18426,4154,XB-GENEPAGE-6035556,MBNL1,muscleblind like splicing regulator 1,MBNL1,ENSG00000152601,XB-GENE-17331377,XM_041564938
18427,4154,XB-GENEPAGE-6035556,MBNL1,muscleblind like splicing regulator 1,MBNL1,ENSG00000152601,XB-GENE-17331377,XM_041564939
18428,4154,XB-GENEPAGE-6035556,MBNL1,muscleblind like splicing regulator 1,MBNL1,ENSG00000152601,XB-GENE-17331377,XM_041564940
18429,4154,XB-GENEPAGE-6035556,MBNL1,muscleblind like splicing regulator 1,MBNL1,ENSG00000152601,XB-GENE-17331377,XM_041564941
18430,57600,XB-GENEPAGE-6035565,FNIP2,folliculin interacting protein 2,FNIP2,ENSG00000052795,XB-GENE-6488637,XM_018243239
18431,57600,XB-GENEPAGE-6035565,FNIP2,folliculin interacting protein 2,FNIP2,ENSG00000052795,XB-GENE-6488637,XM_018243240
18432,57600,XB-GENEPAGE-6035565,FNIP2,folliculin interacting protein 2,FNIP2,ENSG00000052795,XB-GENE-6488637,XM_018243241
18433,286205,XB-GENEPAGE-6035607,SCAI,suppressor of cancer cell invasion,SCAI,ENSG00000173611,XB-GENE-6489403,XM_018232849
18434,286205,XB-GENEPAGE-6035607,SCAI,suppressor of cancer cell invasion,SCAI,ENSG00000173611,XB-GENE-6489403,XM_018232850
18435,55870,XB-GENEPAGE-6035626,ASH1L,"ash1 (absent, small, or homeotic)-like",ASH1L,ENSG00000116539,XB-GENE-6486839,XM_041574634
18436,55870,XB-GENEPAGE-6035626,ASH1L,"ash1 (absent, small, or homeotic)-like",ASH1L,ENSG00000116539,XB-GENE-6486839,XM_041574635
18437,55870,XB-GENEPAGE-6035626,ASH1L,"ash1 (absent, small, or homeotic)-like",ASH1L,ENSG00000116539,XB-GENE-6486839,XM_041574636
18438,60484,XB-GENEPAGE-6035672,HAPLN2,hyaluronan and proteoglycan link protein 2,HAPLN2,ENSG00000132702,XB-GENE-17330391,XM_018233861
18439,57495,XB-GENEPAGE-6035683,NWD2,NACHT and WD repeat domain containing 2,NWD2,ENSG00000174145,XB-GENE-17334494,XM_018243086
18440,643596,XB-GENEPAGE-6035694,RNF224,ring finger protein 224,RNF224,ENSG00000233198,XB-GENE-6489324,XM_018232499
18441,643596,XB-GENEPAGE-6035694,RNF224,ring finger protein 224,RNF224,ENSG00000233198,XB-GENE-6489324,XM_018232500
18442,83539,XB-GENEPAGE-6035699,CHST9L,carbohydrate sulfotransferase 9-like gene 1,CHST9,ENSG00000154080,XB-GENE-6485988,XM_018233819
18443,22897,XB-GENEPAGE-6035709,CEP164,centrosomal protein 164kDa,CEP164,ENSG00000110274,XB-GENE-17340731,XM_018227761
18444,22897,XB-GENEPAGE-6035709,CEP164,centrosomal protein 164kDa,CEP164,ENSG00000110274,XB-GENE-17340731,XM_018227765
18445,22897,XB-GENEPAGE-6035709,CEP164,centrosomal protein 164kDa,CEP164,ENSG00000110274,XB-GENE-17340731,XM_018227765
18446,22897,XB-GENEPAGE-6035709,CEP164,centrosomal protein 164kDa,CEP164,ENSG00000110274,XB-GENE-17340731,XM_041571374
18447,22897,XB-GENEPAGE-6035709,CEP164,centrosomal protein 164kDa,CEP164,ENSG00000110274,XB-GENE-17340731,XM_041571375
18448,22897,XB-GENEPAGE-6035709,CEP164,centrosomal protein 164kDa,CEP164,ENSG00000110274,XB-GENE-17340731,XM_041571376
18449,22897,XB-GENEPAGE-6035709,CEP164,centrosomal protein 164kDa,CEP164,ENSG00000110274,XB-GENE-17340731,XM_041571377
18450,22897,XB-GENEPAGE-6035709,CEP164,centrosomal protein 164kDa,CEP164,ENSG00000110274,XB-GENE-17340731,XM_041571378
18451,22897,XB-GENEPAGE-6035709,CEP164,centrosomal protein 164kDa,CEP164,ENSG00000110274,XB-GENE-17340731,XM_018227761
18452,23096,XB-GENEPAGE-6035761,IQSEC2,IQ motif and Sec7 domain 2,IQSEC2,ENSG00000124313,XB-GENE-17330075,XM_018232732
18453,23096,XB-GENEPAGE-6035761,IQSEC2,IQ motif and Sec7 domain 2,IQSEC2,ENSG00000124313,XB-GENE-17330075,XM_018232733
18454,23096,XB-GENEPAGE-6035761,IQSEC2,IQ motif and Sec7 domain 2,IQSEC2,ENSG00000124313,XB-GENE-17330075,XM_018232734
18455,23096,XB-GENEPAGE-6035761,IQSEC2,IQ motif and Sec7 domain 2,IQSEC2,ENSG00000124313,XB-GENE-17330075,XM_041574771
18456,23096,XB-GENEPAGE-6035761,IQSEC2,IQ motif and Sec7 domain 2,IQSEC2,ENSG00000124313,XB-GENE-17330075,XM_041574772
18457,441631,XB-GENEPAGE-6035784,TSPAN11,tetraspanin 11,TSPAN11,ENSG00000110900,XB-GENE-17338145,XM_018254504
18458,441631,XB-GENEPAGE-6035784,TSPAN11,tetraspanin 11,TSPAN11,ENSG00000110900,XB-GENE-17338145,XM_041587964
18459,283514,XB-GENEPAGE-6035789,SIAH3,siah E3 ubiquitin protein ligase family member 3,SIAH3,ENSG00000215475,XB-GENE-17346270,XM_018249951
18460,2741,XB-GENEPAGE-6035797,GLRA1,glycine receptor alpha 1,GLRA1,ENSG00000145888,XB-GENE-17346532,XM_041588003
18461,2741,XB-GENEPAGE-6035797,GLRA1,glycine receptor alpha 1,GLRA1,ENSG00000145888,XB-GENE-17346532,XM_041588004
18462,9715,XB-GENEPAGE-6035946,FAM131B,family with sequence similarity 131 member B,FAM131B,ENSG00000159784,XB-GENE-6489178,XM_041570748
18463,9715,XB-GENEPAGE-6035946,FAM131B,family with sequence similarity 131 member B,FAM131B,ENSG00000159784,XB-GENE-6489178,XM_041570749
18464,9715,XB-GENEPAGE-6035946,FAM131B,family with sequence similarity 131 member B,FAM131B,ENSG00000159784,XB-GENE-6489178,XM_041570750
18465,57502,XB-GENEPAGE-6036017,NLGN4X,neuroligin 4 X-linked,NLGN4X,ENSG00000146938,XB-GENE-6488951,XM_041583311
18466,57502,XB-GENEPAGE-6036017,NLGN4X,neuroligin 4 X-linked,NLGN4X,ENSG00000146938,XB-GENE-6488951,XM_018248768
18467,54715,XB-GENEPAGE-6036049,RBFOX1,RNA binding fox-1 homolog 1,RBFOX1,ENSG00000078328,XB-GENE-17330724,XM_041578303
18468,54715,XB-GENEPAGE-6036049,RBFOX1,RNA binding fox-1 homolog 1,RBFOX1,ENSG00000078328,XB-GENE-17330724,XM_041578304
18469,54715,XB-GENEPAGE-6036049,RBFOX1,RNA binding fox-1 homolog 1,RBFOX1,ENSG00000078328,XB-GENE-17330724,XM_041578305
18470,54715,XB-GENEPAGE-6036049,RBFOX1,RNA binding fox-1 homolog 1,RBFOX1,ENSG00000078328,XB-GENE-17330724,XM_041578306
18471,54715,XB-GENEPAGE-6036049,RBFOX1,RNA binding fox-1 homolog 1,RBFOX1,ENSG00000078328,XB-GENE-17330724,XM_041578307
18472,10847,XB-GENEPAGE-6036055,SRCAP,Snf2-related CREBBP activator protein,SRCAP,ENSG00000080603,XB-GENE-17330787,XM_018239360
18473,10847,XB-GENEPAGE-6036055,SRCAP,Snf2-related CREBBP activator protein,SRCAP,ENSG00000080603,XB-GENE-17330787,XM_018239361
18474,10847,XB-GENEPAGE-6036055,SRCAP,Snf2-related CREBBP activator protein,SRCAP,ENSG00000080603,XB-GENE-17330787,XM_018239362
18475,10847,XB-GENEPAGE-6036055,SRCAP,Snf2-related CREBBP activator protein,SRCAP,ENSG00000080603,XB-GENE-17330787,XM_018239364
18476,10847,XB-GENEPAGE-6036055,SRCAP,Snf2-related CREBBP activator protein,SRCAP,ENSG00000080603,XB-GENE-17330787,XM_041578137
18477,2917,XB-GENEPAGE-6036082,GRM7,"glutamate receptor, metabotropic 7",GRM7,ENSG00000196277,XB-GENE-17334481,XM_018261347
18478,55295,XB-GENEPAGE-6036104,KLHL26,kelch like family member 26,KLHL26,ENSG00000167487,XB-GENE-17337739,XM_018243705
18479,55295,XB-GENEPAGE-6036104,KLHL26,kelch like family member 26,KLHL26,ENSG00000167487,XB-GENE-17337739,XM_041579947
18480,55295,XB-GENEPAGE-6036104,KLHL26,kelch like family member 26,KLHL26,ENSG00000167487,XB-GENE-17337739,XM_041579948
18481,84501,XB-GENEPAGE-6036118,SPIRE2,spire-type actin nucleation factor 2,SPIRE2,ENSG00000204991,XB-GENE-17346478,XM_018260514
